Datetime,RPS Price,Smoothed RPS Price,Variance,Std_Dev_Pos,Std_Dev_Neg
2022-08-01 00:00:00,58.71,77.3314,209.2004326938775,106.25892548655882,48.40387451344118
2022-08-01 00:30:00,58.63,76.9270588235294,213.35450517647052,106.14037805818472,47.71373958887409
2022-08-01 01:00:00,56.98,76.54153846153847,216.89963288084454,105.99656403483203,47.0865128882449
2022-08-01 01:30:00,56.96,76.17018867924529,220.0372211175616,105.8374919687296,46.502885389760976
2022-08-01 02:00:00,56.93,75.80574074074073,223.0579796296295,105.67599213771625,45.93548934376521
2022-08-01 02:30:00,56.94,75.61890909090909,220.84710989898977,105.34076030505722,45.89705787676095
2022-08-01 03:00:00,56.01,75.43660714285714,218.6928119155843,105.01313918537926,45.86007510033503
2022-08-01 03:30:00,55.39,75.26298245614035,216.50587844611513,104.69125990801409,45.83470500426661
2022-08-01 04:00:00,56.49,75.13775862068965,213.61702822141547,104.36904516243567,45.90647207894364
2022-08-01 04:30:00,54.93,74.95220338983052,211.9653898889537,104.0702658177431,45.834140961917925
2022-08-01 05:00:00,65.79,74.86733333333333,208.80493175141228,103.76750162013833,45.967165046528336
2022-08-01 05:30:00,69.42,75.1167213114754,209.11870573770477,104.03859578307248,46.19484683987832
2022-08-01 06:00:00,91.7,75.36451612903227,209.49747107350595,104.31257106013297,46.41646119793157
2022-08-01 06:30:00,89.32,75.63,210.5588258064515,104.65129051620217,46.608709483797824
2022-08-01 07:00:00,87.05,76.03296875,217.6091862847221,105.53613375206186,46.529803747938125
2022-08-01 07:30:00,93.39,76.362,221.2460443749999,106.11068362633881,46.61331637366117
2022-08-01 08:00:00,100.75,76.6430303030303,223.05480913752905,106.5130694149919,46.7729911910687
2022-08-01 08:30:00,97.58,76.89253731343284,223.84619194934413,106.81551791024799,46.96955671661768
2022-08-01 09:00:00,90.3,77.17470588235294,225.91930289727827,107.23593026841401,47.11348149629187
2022-08-01 09:30:00,89.6,77.4631884057971,228.33928968456945,107.68498780189987,47.24138900969433
2022-08-01 10:00:00,86.38,77.77628571428572,231.8921193374741,108.23229460169406,47.320276826877375
2022-08-01 10:30:00,79.54,77.92028169014085,230.05154849094566,108.25518228275502,47.5853810975267
2022-08-01 11:00:00,78.77,78.03569444444445,227.77043331377152,108.21982493142528,47.85156395746361
2022-08-01 11:30:00,80.6,78.22410958904109,227.198474543379,108.37031827559927,48.07790090248291
2022-08-01 12:00:00,81.55,78.33851351351352,225.05469776008886,108.34215980926156,48.33486721776548
2022-08-01 12:30:00,84.25,78.46266666666666,223.1694684684685,108.34038200559233,48.584951327740995
2022-08-01 13:00:00,87.23,78.52736842105263,220.51203564912285,108.2266637426001,48.82807309950516
2022-08-01 13:30:00,84.26,78.64,218.58737368421058,108.20940132530319,49.07059867469681
2022-08-01 14:00:00,82.58,78.78333333333333,217.35104329004332,108.2689938000784,49.29767286658826
2022-08-01 14:30:00,80.96,78.8932911392405,215.51965826030514,108.25446674651516,49.53211553196584
2022-08-01 15:00:00,82.98,78.916625,212.83511884493672,108.0943643809004,49.738885619099584
2022-08-01 15:30:00,89.96,79.02666666666667,211.15552250000002,108.08904939761288,49.964283935720466
2022-08-01 16:00:00,88.07,79.14243902439024,209.6477297801867,108.10087335915266,50.18400468962783
2022-08-01 16:30:00,92.25,79.33771084337349,210.25593006171025,108.33811981026292,50.337301876484055
2022-08-01 17:00:00,93.12,79.49345238095238,209.76018191336777,108.45965212571474,50.52725263619001
2022-08-01 17:30:00,91.37,79.64811764705883,209.2963511764706,108.58227401467877,50.71396127943887
2022-08-01 18:00:00,91.05,79.78999999999999,208.5652729411765,108.67357823685815,50.906421763141836
2022-08-01 18:30:00,88.92,79.96080459770116,208.67825167067633,108.8522048178827,51.069404377519625
2022-08-01 19:00:00,89.07,80.08579545454546,207.65444993469177,108.9062361128485,51.26535479624242
2022-08-01 19:30:00,89.67,80.14460674157303,205.60257058222678,108.82230334239694,51.46691014074912
2022-08-01 20:00:00,90.09,80.26488888888889,204.59453088639202,108.87219780716305,51.657579970614734
2022-08-01 20:30:00,83.4,80.39054945054944,203.75820080586084,108.93932881540923,51.84177008568967
2022-08-01 21:00:00,85.72,80.41,201.55390549450553,108.80393635933598,52.016063640664015
2022-08-01 21:30:00,70.96,80.3025806451613,200.4362215287518,108.61768061169872,51.98748067862388
2022-08-01 22:00:00,69.59,80.155,200.32831774193554,108.46247729784027,51.847522702159736
2022-08-01 22:30:00,67.24,79.98642105263158,200.89695726763722,108.3340458044613,51.63879630080187
2022-08-01 23:00:00,61.83,79.81354166666667,201.65143153508777,108.21434669293927,51.412736640394066
2022-08-01 23:30:00,59.18,79.58216494845361,204.74380880584195,108.19990831202733,50.96442158487989
2022-08-02 00:00:00,56.57,79.33469387755102,208.63475712181784,108.22308304149146,50.44630471361058
2022-08-02 00:30:00,56.54,79.09848484848484,212.029506864564,108.22095087487513,49.97601882209456
2022-08-02 01:00:00,56.71,78.8484,216.14203781818182,108.25193977453611,49.444860225463884
2022-08-02 01:30:00,56.88,78.7753,219.6503726363636,108.41651270369103,49.13408729630898
2022-08-02 02:00:00,56.86,78.7257,221.91498839393935,108.51932269976173,48.93207730023828
2022-08-02 02:30:00,56.49,78.6692,224.71629834343432,108.65028059049469,48.68811940950532
2022-08-02 03:00:00,65.53,78.6243,226.88707728282822,108.7498424703243,48.498757529675714
2022-08-02 03:30:00,65.41,78.5901,228.50292019191915,108.82272609777188,48.357473902228136
2022-08-02 04:00:00,65.54,78.5437,230.74763970707065,108.9244596815531,48.1629403184469
